term	score	AffectDimension
tellement chanceux	0.781	joy
content de	0.781	joy
enchanté	0.781	joy
sothankful	0.781	joy
radiant	0.781	joy
belle	0.781	joy
fou rire	0.781	joy
la perfection	0.779	joy
noël	0.779	joy
cieux	0.779	joy
romance	0.779	joy
palpitant	0.776	joy
joyeuse saint valentin	0.773	joy
divertir	0.773	joy
acclamé	0.773	joy
positivité	0.773	joy
félicitations	0.773	joy
à votre santé	0.773	joy
aimable	0.773	joy
miraculeux	0.773	joy
fiesta	0.773	joy
funday	0.772	joy
en profitant	0.771	joy
amusé	0.766	joy
sourit	0.766	joy
la vie est belle	0.766	joy
le meilleur	0.766	joy
câliner	0.766	joy
si charmant	0.766	joy
l'esprit de noël	0.766	joy
bon sentiment	0.766	joy
délice	0.765	joy
orgasme	0.765	joy
fête	0.765	joy
positif	0.761	joy
éclairer	0.758	joy
gaieté	0.758	joy
des miracles	0.758	joy
chérie	0.758	joy
étourdi	0.757	joy
période de noël	0.757	joy
plaisant	0.75	joy
satisfaire	0.75	joy
sourire	0.75	joy
des rires	0.75	joy
grandeur	0.75	joy
la convivialité	0.75	joy
joyeuses fêtes	0.75	joy
romantique	0.75	joy
bénédictions	0.75	joy
la dernière saison	0.75	joy
gambader	0.748	joy
énergie positive	0.742	joy
récompense	0.742	joy
magique	0.742	joy
miracle	0.742	joy
l'amour de soi	0.742	joy
jubilé	0.742	joy
triomphe	0.742	joy
goodvibes	0.742	joy
enthousiasme	0.742	joy
se sentir bien	0.736	joy
la prospérité	0.735	joy
passionné	0.734	joy
admiration	0.734	joy
se sentir bien	0.734	joy
tgif	0.734	joy
la victoire	0.734	joy
enchanter	0.734	joy
vivace	0.734	joy
luxueux	0.734	joy
soyez heureux	0.734	joy
bonne nuit	0.734	joy
bonne journée	0.734	joy
glorification	0.733	joy
embrasé	0.729	joy
chanter	0.729	joy
stupéfiant	0.728	joy
oui	0.728	joy
accomplissement	0.728	joy
en paix	0.727	joy
hourra	0.727	joy
joyeux	0.727	joy
père noël	0.727	joy
prix	0.727	joy
vacances de noël	0.727	joy
reconnaissant	0.727	joy
gai	0.727	joy
gagner	0.727	joy
heureux	0.725	joy
inspiration	0.725	joy
éclat	0.725	joy
soulèvement	0.723	joy
optimiste	0.723	joy
vacances	0.721	joy
frisson	0.721	joy
paradis	0.721	joy
dieu est grand	0.721	joy
chanceux	0.721	joy
amusement	0.719	joy
de félicitations	0.719	joy
harmonie	0.719	joy
éclairer	0.719	joy
amoureux	0.719	joy
parfait	0.719	joy
charmant	0.719	joy
prospère	0.719	joy
louant	0.719	joy
utopique	0.719	joy
noël	0.719	joy
sincère	0.719	joy
luxe	0.712	joy
trésors	0.712	joy
la magie	0.712	joy
meilleur sentiment	0.712	joy
joyeux noël	0.712	joy
réussite	0.712	joy
vacances	0.712	joy
yay	0.712	joy
le plus chanceux	0.712	joy
intime	0.71	joy
yaaay	0.706	joy
glousser	0.706	joy
délirer	0.706	joy
bienheureux	0.706	joy
fier	0.704	joy
chérir	0.703	joy
le plus doux	0.703	joy
étonnamment	0.703	joy
optimisme	0.703	joy
fuckyeah	0.703	joy
bonnes nouvelles	0.703	joy
câlin	0.703	joy
satisfaisant	0.703	joy
embellissement	0.703	joy
l'amour vrai	0.703	joy
aimer la vie	0.703	joy
gooood	0.703	joy
bonne vie	0.703	joy
apprécie	0.703	joy
gagnant	0.703	joy
oui	0.7	joy
diverti	0.7	joy
exciter	0.697	joy
nouveaux commencements	0.693	joy
louer jésus	0.691	joy
anniversaire	0.691	joy
exquis	0.688	joy
contenu	0.688	joy
don du ciel	0.688	joy
merci jésus	0.688	joy
adoration	0.688	joy
angélique	0.688	joy
bons amis	0.688	joy
préféré	0.688	joy
moi temps	0.688	joy
honoré	0.688	joy
saison des fêtes	0.688	joy
divertissant	0.688	joy
majestueux	0.682	joy
éclaire	0.682	joy
exaltation	0.682	joy
bonne santé	0.682	joy
sourit	0.682	joy
meilleurs amis	0.682	joy
souvenirs à oublier	0.682	joy
précieux	0.682	joy
succulent	0.682	joy
apprécié	0.682	joy
tranquillité	0.679	joy
embrasse	0.676	joy
marier	0.676	joy
positivement	0.676	joy
sourire	0.672	joy
rires	0.672	joy
animer	0.672	joy
bday	0.672	joy
relaxation	0.672	joy
étreinte	0.672	joy
hilarant	0.672	joy
contentement	0.672	joy
weeeee	0.672	joy
le plus cher	0.672	joy
accompli	0.672	joy
rempli	0.667	joy
adorer	0.667	joy
généreux	0.667	joy
victor	0.667	joy
bruyant	0.667	joy
remplir	0.664	joy
câlins	0.662	joy
prospère	0.66	joy
sérénité	0.656	joy
lueur	0.656	joy
encouragé	0.656	joy
réveillon de noël	0.656	joy
appréciation	0.656	joy
bonne année	0.656	joy
satisfaire	0.656	joy
la paix intérieure	0.656	joy
captiver	0.656	joy
besties	0.656	joy
le romantisme	0.656	joy
humour	0.656	joy
agréable	0.656	joy
la satisfaction	0.652	joy
loué	0.652	joy
abondance	0.652	joy
trésor	0.652	joy
louanges	0.652	joy
engagé	0.652	joy
relaxant	0.652	joy
fortunes	0.652	joy
rien de mieux	0.647	joy
complément	0.647	joy
affection	0.647	joy
soulagé	0.647	joy
carnaval	0.643	joy
édifiant	0.641	joy
divin	0.641	joy
champion	0.641	joy
action de grâces	0.641	joy
atteindre	0.641	joy
cagnotte	0.641	joy
inestimable	0.641	joy
saint	0.641	joy
sensualité	0.641	joy
mariage	0.641	joy
harmonieusement	0.641	joy
voyage de noces	0.636	joy
exalter	0.636	joy
scintillement	0.636	joy
caresse	0.636	joy
félicité	0.636	joy
paisible	0.636	joy
yayy	0.636	joy
gagnant	0.636	joy
rêverie	0.636	joy
climax	0.636	joy
réconfortant	0.636	joy
bisous bisous	0.634	joy
récompense	0.625	joy
magnifique	0.625	joy
praisegod	0.625	joy
la générosité	0.625	joy
cœurs	0.625	joy
l'observation des étoiles	0.625	joy
se blottir	0.625	joy
penchant	0.625	joy
amusant	0.625	joy
sucré	0.625	joy
plus lumineux	0.625	joy
festival	0.625	joy
sexe	0.622	joy
gentil	0.621	joy
parade	0.621	joy
génial	0.621	joy
applaudissements	0.621	joy
beauté	0.621	joy
épanouissant	0.618	joy
en herbe	0.618	joy
nouvelle vie	0.618	joy
dieu vous protège	0.616	joy
vertueux	0.613	joy
baiser	0.61	joy
arcs en ciel	0.609	joy
généreuse	0.609	joy
noël	0.609	joy
éclaircissement	0.609	joy
gains	0.609	joy
espiègle	0.609	joy
super	0.609	joy
prix	0.609	joy
louable	0.609	joy
raviver	0.609	joy
adorable	0.609	joy
élégance	0.609	joy
indépendance	0.607	joy
amour	0.607	joy
la gentillesse	0.606	joy
inspiré	0.606	joy
merveille	0.606	joy
réussi	0.606	joy
heheh	0.606	joy
one love	0.606	joy
hilarité	0.606	joy
librement	0.606	joy
des surprises	0.606	joy
divertissement	0.603	joy
la passion	0.603	joy
capricieux	0.603	joy
embellir	0.601	joy
sans stress	0.601	joy
lever du soleil	0.6	joy
dieu est bon	0.597	joy
révérer	0.594	joy
blotti	0.594	joy
accomplissement	0.594	joy
jésus	0.594	joy
ange	0.594	joy
bonne musique	0.594	joy
inspirer	0.594	joy
flirter	0.594	joy
dieu merci	0.594	joy
whoo	0.594	joy
goodies	0.594	joy
pacifiquement	0.594	joy
fanfare	0.594	joy
relation amicale	0.591	joy
héroïque	0.591	joy
été	0.591	joy
fortune	0.591	joy
plus haut	0.591	joy
en chantant	0.591	joy
exalté	0.591	joy
woot	0.588	joy
content	0.588	joy
débordé	0.588	joy
joyeux	0.588	joy
espérer	0.586	joy
accolade	0.586	joy
confortable	0.583	joy
délicieux	0.579	joy
ambition	0.578	joy
amical	0.578	joy
louange	0.578	joy
délirant	0.578	joy
sensuel	0.578	joy
pittoresque	0.578	joy
la vie	0.578	joy
éternel	0.578	joy
chéri	0.578	joy
scintillait	0.577	joy
ouais	0.576	joy
flatteur	0.576	joy
réussir	0.576	joy
paix	0.576	joy
héroïsme	0.576	joy
fille chanceuse	0.576	joy
sensuel	0.576	joy
la grâce	0.576	joy
spécial	0.574	joy
vivre la vie	0.574	joy
tentant	0.572	joy
pompé	0.567	joy
se détendre	0.562	joy
héros	0.562	joy
bonbons	0.562	joy
admirable	0.562	joy
oui	0.562	joy
surprise	0.562	joy
câlins	0.562	joy
prospérer	0.562	joy
admire	0.562	joy
ensoleillé	0.562	joy
prévaloir	0.562	joy
aimer	0.562	joy
humoristique	0.562	joy
digne d'intérêt	0.562	joy
superstar	0.562	joy
bénir	0.561	joy
favorable	0.561	joy
tendresse	0.561	joy
nouvel an	0.561	joy
liberté	0.561	joy
chef-d'oeuvre	0.561	joy
rêves	0.559	joy
optimiste	0.559	joy
maison	0.559	joy
croisière	0.556	joy
gracias	0.554	joy
fidélité	0.553	joy
ardeur	0.552	joy
proximité	0.552	joy
ensoleillement	0.551	joy
confortable	0.551	joy
cadeau	0.547	joy
prime	0.547	joy
fille	0.547	joy
vacances	0.547	joy
confiance	0.547	joy
zèle	0.547	joy
étonnement	0.547	joy
cœur	0.547	joy
achèvement	0.547	joy
cadeaux	0.547	joy
du gui	0.547	joy
élite	0.547	joy
bien	0.547	joy
céleste	0.547	joy
éclairer	0.547	joy
levé	0.547	joy
bonjour	0.547	joy
charmé	0.546	joy
encouragement	0.545	joy
sublime	0.545	joy
danse	0.545	joy
des loisirs	0.545	joy
jet	0.545	joy
dieu	0.545	joy
libre	0.544	joy
nouveau départ	0.544	joy
sauveur	0.543	joy
sanctuaire	0.541	joy
petits enfants	0.54	joy
bien-être	0.537	joy
se délecter	0.534	joy
vivant	0.531	joy
de mariée	0.531	joy
inspirant	0.531	joy
vitalité	0.531	joy
libération	0.531	joy
sainteté	0.531	joy
premier-né	0.531	joy
argent	0.531	joy
arc en ciel	0.531	joy
jour de congé	0.531	joy
serein	0.531	joy
sur de soi	0.531	joy
apaisant	0.531	joy
la musique	0.531	joy
mariage	0.531	joy
monter en flèche	0.531	joy
saveur	0.531	joy
fab	0.531	joy
la maîtrise	0.53	joy
chaleur	0.53	joy
élégant	0.53	joy
lueur	0.53	joy
fleur	0.53	joy
éclairage	0.53	joy
accueilli	0.53	joy
traiter	0.529	joy
fidèle	0.529	joy
se blottir	0.522	joy
lauriers	0.521	joy
louable	0.519	joy
renforcement	0.516	joy
réussir	0.516	joy
aspirer	0.516	joy
abondant	0.516	joy
puissant	0.516	joy
tout-puissant	0.516	joy
tinter	0.516	joy
idiot	0.516	joy
remarquable	0.516	joy
zeste	0.516	joy
fierté	0.516	joy
fraternel	0.516	joy
salué	0.516	joy
présente	0.516	joy
resplendissant	0.516	joy
fantaisie	0.516	joy
pas d'école	0.516	joy
loisir	0.515	joy
vif	0.515	joy
remerciement	0.515	joy
thérapeutique	0.515	joy
du temps en famille	0.515	joy
zen	0.515	joy
réuni	0.515	joy
animé	0.515	joy
confort	0.515	joy
princier	0.515	joy
brillant	0.515	joy
achevée	0.515	joy
gloire	0.515	joy
jour de paie	0.515	joy
la mignonne	0.515	joy
couronnement	0.515	joy
esprit	0.515	joy
nouveau moi	0.515	joy
enfant	0.515	joy
mariage	0.514	joy
relation	0.514	joy
jour fait	0.514	joy
pieux	0.514	joy
époux	0.507	joy
intimement	0.507	joy
atteint	0.5	joy
soul	0.5	joy
accueillant	0.5	joy
satisfait	0.5	joy
famille	0.5	joy
méritoire	0.5	joy
ronronner	0.5	joy
motherhoo	0.5	joy
insouciant	0.5	joy
gemme	0.5	joy
exceller	0.5	joy
en bonne santé	0.5	joy
surréaliste	0.5	joy
diamant	0.5	joy
charitable	0.5	joy
attrayant	0.5	joy
érotique	0.5	joy
mémorable	0.5	joy
véracité	0.5	joy
copains	0.5	joy
soulagement du stress	0.5	joy
esprit saint	0.5	joy
le respect	0.5	joy
plage	0.5	joy
la nature	0.5	joy
dignité	0.5	joy
floraison	0.5	joy
accomplir	0.5	joy
christ	0.5	joy
encourager	0.5	joy
teamjesus	0.5	joy
visionnaire	0.5	joy
bébé	0.5	joy
rafraîchi	0.5	joy
aura	0.493	joy
santé	0.493	joy
liberté	0.486	joy
oasis	0.486	joy
oui	0.486	joy
approuvé	0.486	joy
ravissement	0.485	joy
fidèle	0.485	joy
aspiration	0.485	joy
inséparable	0.485	joy
fiancé	0.485	joy
privilégié	0.485	joy
crescendo	0.485	joy
couronnement	0.485	joy
doux	0.485	joy
libérer	0.485	joy
aucune plainte	0.485	joy
engageant	0.485	joy
prime	0.485	joy
prestige	0.485	joy
délicieux	0.484	joy
chocolat	0.484	joy
envie	0.484	joy
grand jour	0.484	joy
indigne	0.484	joy
rêver	0.484	joy
transcendance	0.484	joy
la chance	0.484	joy
la créativité	0.484	joy
bouquet	0.484	joy
aloha	0.484	joy
trophée	0.484	joy
fête	0.484	joy
destin	0.484	joy
un rendez-vous romantique	0.484	joy
copain	0.48	joy
commémoration	0.479	joy
intelligence	0.477	joy
préparation	0.473	joy
ami	0.471	joy
passionné	0.471	joy
la mariée	0.471	joy
luxuriant	0.47	joy
héritage	0.47	joy
calmant	0.47	joy
apaiser	0.47	joy
aventure	0.47	joy
kiddo	0.47	joy
nostalgie	0.47	joy
chatouiller	0.47	joy
massage	0.47	joy
ronronnement	0.469	joy
collage	0.469	joy
éternel	0.469	joy
bienveillance	0.469	joy
nourrir	0.469	joy
donnant	0.469	joy
princesse	0.469	joy
joli	0.469	joy
amical	0.469	joy
va-t-en	0.469	joy
buts	0.469	joy
humanitaire	0.469	joy
lustre	0.469	joy
jeune marié	0.469	joy
prier	0.469	joy
du repos	0.469	joy
chaleureusement	0.469	joy
enfant	0.466	joy
salutaire	0.465	joy
inviter	0.457	joy
faisceau	0.456	joy
se remémorer	0.456	joy
tropical	0.455	joy
être ami	0.455	joy
hé	0.455	joy
la cérémonie	0.455	joy
vendredi	0.455	joy
élévation	0.455	joy
vraiment gentil	0.455	joy
esthétique	0.455	joy
bourse d'études	0.455	joy
parenté	0.455	joy
pleine conscience	0.455	joy
air frais	0.455	joy
naissance	0.453	joy
paysage	0.453	joy
foi	0.453	joy
namaste	0.453	joy
justification	0.453	joy
séduire	0.453	joy
pas de soucis	0.453	joy
commémorer	0.453	joy
approuver	0.453	joy
le pardon	0.453	joy
cascade	0.453	joy
périple	0.447	joy
méditation	0.446	joy
détendu	0.442	joy
weekend	0.441	joy
tranquille	0.441	joy
soumissionner	0.441	joy
présent	0.441	joy
droiture	0.439	joy
partage	0.439	joy
lyrique	0.439	joy
estime	0.439	joy
nostalgique	0.439	joy
prière	0.439	joy
invaincu	0.438	joy
partager	0.438	joy
désireux	0.438	joy
force	0.438	joy
méditer	0.438	joy
nouveau jour	0.438	joy
mari	0.438	joy
la vie	0.438	joy
sonnet	0.438	joy
le soulagement	0.438	joy
puissant	0.438	joy
chaud	0.429	joy
vacances d'hiver	0.429	joy
avancer	0.429	joy
copain	0.427	joy
unité	0.426	joy
médaille	0.424	joy
inégalée	0.424	joy
chants	0.424	joy
aux chandelles	0.424	joy
amen	0.424	joy
révérence	0.424	joy
éjaculation	0.424	joy
salubre	0.424	joy
non contraint	0.424	joy
les petites choses	0.424	joy
richesse	0.422	joy
l'obtention du diplôme	0.422	joy
briller	0.422	joy
lml	0.422	joy
facilité	0.422	joy
traîneau	0.422	joy
sûr	0.422	joy
fringant	0.422	joy
énergie	0.422	joy
calme	0.422	joy
symphonie	0.422	joy
utile	0.422	joy
musical	0.422	joy
débuts	0.422	joy
pas de stress	0.421	joy
solidité	0.421	joy
promettre	0.415	joy
réunir	0.414	joy
mère	0.412	joy
salut	0.412	joy
des poèmes	0.412	joy
purifier	0.409	joy
voyage	0.409	joy
lavande	0.409	joy
aromathérapie	0.409	joy
inauguration	0.409	joy
pitre	0.409	joy
immaculé	0.409	joy
alléger	0.409	joy
étoile	0.406	joy
complétant	0.406	joy
guérir	0.406	joy
vivre	0.406	joy
en espèces	0.406	joy
un compagnon	0.406	joy
opportun	0.406	joy
charité	0.406	joy
fleurs	0.406	joy
souhaitant	0.406	joy
le revenu	0.403	joy
âme	0.401	joy
grignotines	0.4	joy
le progrès	0.397	joy
indescriptible	0.397	joy
christian	0.397	joy
émancipation	0.397	joy
égalité	0.394	joy
rythmé	0.394	joy
enfance	0.394	joy
calme	0.394	joy
pique-nique	0.394	joy
ensemble	0.394	joy
plénitude	0.394	joy
hamac	0.394	joy
films	0.393	joy
zélé	0.393	joy
chorale	0.391	joy
maladroit	0.391	joy
humanité	0.391	joy
aventures	0.391	joy
richesse	0.391	joy
cour de récréation	0.391	joy
étoilé	0.391	joy
significatif	0.391	joy
de bon augure	0.391	joy
petites choses	0.391	joy
réchauffe	0.391	joy
geste	0.387	joy
spirituel	0.382	joy
achats	0.382	joy
vœu	0.382	joy
communion	0.379	joy
saut	0.379	joy
ambiance	0.379	joy
culte	0.379	joy
révérend	0.377	joy
unique	0.375	joy
scénique	0.375	joy
cour	0.375	joy
réunion	0.375	joy
en hausse	0.375	joy
plein	0.375	joy
racheté	0.375	joy
inoubliable	0.375	joy
gaieté	0.375	joy
hymne	0.375	joy
simplicité	0.375	joy
esprits	0.375	joy
jeunesse	0.375	joy
des plages	0.375	joy
expérience	0.375	joy
avance	0.375	joy
sonore	0.375	joy
de baptême	0.368	joy
alliance	0.368	joy
subvention	0.366	joy
clair de lune	0.364	joy
chaton	0.364	joy
authentique	0.364	joy
conciliation	0.364	joy
sanctification	0.364	joy
améliorer	0.364	joy
pur	0.364	joy
améliore	0.364	joy
perte de poids	0.362	joy
framboises	0.36	joy
sentiment	0.359	joy
dévotion	0.359	joy
fidélité	0.359	joy
écoute	0.359	joy
compétence	0.359	joy
plaisanter	0.359	joy
indépendant	0.359	joy
clinquant	0.359	joy
la relance	0.359	joy
sanctifier	0.359	joy
cacao	0.353	joy
donneur	0.353	joy
objectif	0.348	joy
se défouler	0.348	joy
délivrance	0.348	joy
dauphin	0.348	joy
unification	0.348	joy
rugissement	0.348	joy
mélodie	0.348	joy
choral	0.348	joy
favoriser	0.348	joy
dépasser	0.348	joy
hotyoga	0.347	joy
électrique	0.344	joy
pas de travail	0.344	joy
hédonisme	0.344	joy
gage	0.344	joy
humble	0.344	joy
les kiddos	0.344	joy
thx	0.344	joy
fruits	0.344	joy
nouveau départ	0.344	joy
manucure	0.344	joy
biscuits	0.344	joy
rendez-vous amoureux	0.344	joy
roadtrip	0.344	joy
voluptueux	0.344	joy
célébrité	0.342	joy
rythme	0.338	joy
demoiselle d'honneur	0.338	joy
obligeant	0.333	joy
familiarité	0.333	joy
spa	0.333	joy
connaisseur	0.333	joy
café	0.333	joy
édification	0.333	joy
partenaire	0.333	joy
jardin	0.333	joy
rénovation	0.333	joy
regardant	0.333	joy
aube	0.333	joy
jour de neige	0.333	joy
jeune	0.333	joy
fin gourmet	0.331	joy
synchroniser	0.329	joy
saint	0.328	joy
carol	0.328	joy
loisir	0.328	joy
pas de regrets	0.328	joy
amnistie	0.328	joy
guérison	0.328	joy
tribulations	0.328	joy
vrai	0.328	joy
chant	0.328	joy
psaume	0.328	joy
pédicure	0.328	joy
répit	0.324	joy
moelleux	0.318	joy
loisir	0.318	joy
classiques	0.318	joy
les cousins	0.318	joy
réparatrice	0.318	joy
jour de flemmardise	0.318	joy
réconciliation	0.316	joy
superman	0.312	joy
vivant	0.312	joy
simplifier	0.312	joy
récupération	0.312	joy
rallumer	0.312	joy
le coucher du soleil	0.312	joy
artisanat	0.312	joy
poney	0.312	joy
traiter	0.312	joy
presto	0.312	joy
aptitude	0.312	joy
sterling	0.312	joy
sagesse	0.312	joy
colombe	0.312	joy
théâtre	0.312	joy
les bois	0.312	joy
beaucoup nécessaire	0.312	joy
progression	0.312	joy
seigneur	0.312	joy
amélioration	0.309	joy
bébé	0.309	joy
absolution	0.306	joy
interminable	0.303	joy
établi	0.303	joy
banquet	0.303	joy
décorer	0.303	joy
honnête	0.303	joy
doucement	0.303	joy
fournissant	0.3	joy
doucement	0.297	joy
aspiration	0.297	joy
spirituel	0.297	joy
croissance	0.297	joy
pittoresque	0.297	joy
notable	0.297	joy
exploit	0.297	joy
ambulant	0.297	joy
se prélasser	0.297	joy
en méditant	0.297	joy
fraternel	0.297	joy
joker	0.297	joy
dépenses	0.297	joy
lumière	0.297	joy
morale	0.297	joy
mien	0.297	joy
récolte	0.297	joy
brise	0.297	joy
ferveur	0.295	joy
bénévole	0.294	joy
citations	0.294	joy
gain	0.288	joy
créer	0.288	joy
sage-femme	0.288	joy
ressources	0.288	joy
psaumes	0.288	joy
le taoïsme	0.288	joy
hippie	0.288	joy
recevoir	0.287	joy
océan	0.286	joy
lsd	0.286	joy
chute de neige	0.286	joy
randonnée	0.283	joy
refroidissement	0.281	joy
à feuilles persistantes	0.281	joy
candide	0.281	joy
se détendre	0.281	joy
pain grillé	0.281	joy
destination	0.281	joy
infini	0.281	joy
bouddhiste	0.281	joy
reposé	0.281	joy
trêve	0.281	joy
bourdonnant	0.281	joy
vénérable	0.279	joy
retraite	0.275	joy
équilibre	0.275	joy
bouddha	0.273	joy
les boissons	0.273	joy
compenser	0.273	joy
cheminée	0.273	joy
pieux	0.273	joy
ravi	0.273	joy
nager	0.273	joy
il neige	0.271	joy
sublimation	0.27	joy
fruité	0.268	joy
caprice	0.266	joy
saluer	0.266	joy
soleil	0.266	joy
dimanche	0.266	joy
bouddhisme	0.266	joy
cathédrale	0.266	joy
ministère	0.266	joy
humilité	0.266	joy
yoga	0.266	joy
courage	0.266	joy
esquisse	0.266	joy
parangon	0.266	joy
vagues	0.266	joy
ouvrages d'art	0.265	joy
exercé	0.264	joy
nettoyer	0.26	joy
aliments	0.258	joy
exercice	0.258	joy
immerger	0.258	joy
fonctionnement	0.258	joy
raccord	0.258	joy
a trouvé	0.258	joy
clarté	0.258	joy
l'automne	0.254	joy
campagne	0.25	joy
éternel	0.25	joy
journal intime	0.25	joy
football	0.25	joy
en forme	0.25	joy
visiteur	0.25	joy
ardent	0.25	joy
glacé	0.25	joy
gazouiller	0.25	joy
montagne	0.25	joy
opportun	0.25	joy
robuste	0.25	joy
bougies	0.25	joy
contagieux	0.25	joy
plaidoyer	0.25	joy
en plein air	0.25	joy
taper	0.25	joy
démonstratif	0.25	joy
matin	0.25	joy
berceau	0.247	joy
transe	0.246	joy
conservateur	0.242	joy
procession	0.242	joy
croître	0.242	joy
intense	0.242	joy
église	0.242	joy
payer	0.242	joy
petit déjeuner	0.242	joy
suprématie	0.242	joy
consécration	0.235	joy
encens	0.234	joy
ordination	0.234	joy
lyre	0.234	joy
vote	0.234	joy
garderie	0.234	joy
ski	0.234	joy
humilié	0.234	joy
un salaire	0.234	joy
art	0.234	joy
bougie	0.234	joy
neigeux	0.234	joy
poupée	0.234	joy
durée de vie	0.234	joy
pâtisserie	0.229	joy
remède	0.227	joy
luciole	0.227	joy
glaçant	0.227	joy
porter secours	0.225	joy
la perspective	0.221	joy
verger	0.221	joy
camping	0.221	joy
orchestre	0.221	joy
frais	0.219	joy
posséder	0.219	joy
agneau	0.219	joy
château	0.219	joy
jardins	0.219	joy
rapide	0.212	joy
ruban	0.212	joy
gouttes de pluie	0.212	joy
reggae	0.212	joy
pho	0.212	joy
apprendre	0.212	joy
rembourser	0.212	joy
l'écoute	0.212	joy
mucis	0.212	joy
temps de combat	0.212	joy
musique country	0.212	joy
sieste	0.206	joy
vernal	0.203	joy
lumières	0.203	joy
légalisé	0.203	joy
louer	0.203	joy
incontrôlable	0.203	joy
chant	0.203	joy
inattendu	0.203	joy
immobilité	0.203	joy
crique	0.203	joy
enregistrer	0.2	joy
symétrie	0.197	joy
pasteur	0.197	joy
expier	0.197	joy
des arbres	0.197	joy
un jour	0.197	joy
écriture	0.196	joy
les montagnes	0.194	joy
silencieux	0.188	joy
alcool	0.188	joy
en marchant	0.188	joy
folie	0.188	joy
douane	0.188	joy
sentier	0.188	joy
aïeux	0.188	joy
sympathique	0.188	joy
blancheur	0.188	joy
thé	0.188	joy
sentimental	0.188	joy
patient	0.186	joy
maison de poupées	0.182	joy
une baignoire	0.182	joy
but	0.182	joy
déménagement	0.182	joy
supporter	0.18	joy
accompagnement	0.179	joy
poursuite	0.176	joy
explosion	0.176	joy
glacial	0.174	joy
faire des exercices	0.172	joy
fermeture	0.172	joy
déjeuner	0.172	joy
hivernal	0.172	joy
un service	0.172	joy
civilisé	0.169	joy
les salaires	0.169	joy
décembre	0.167	joy
avare	0.167	joy
glisser	0.162	joy
acrobate	0.162	joy
enfin	0.157	joy
chai	0.156	joy
pouvant être obtenu	0.156	joy
organisation	0.156	joy
menthe poivrée	0.156	joy
promenade	0.156	joy
pause	0.156	joy
elfe	0.156	joy
baignoire	0.156	joy
reproducteur	0.156	joy
baume	0.152	joy
avènement	0.152	joy
mesuré	0.152	joy
scifi	0.152	joy
épagneul	0.145	joy
bronzer	0.141	joy
chansonnette	0.141	joy
bulle	0.141	joy
bière	0.141	joy
simple	0.141	joy
huiles	0.141	joy
vert	0.137	joy
livres	0.136	joy
bus	0.136	joy
faire des disciples	0.136	joy
bouffe	0.135	joy
pitter	0.134	joy
les flux	0.13	joy
silence	0.127	joy
librairie	0.125	joy
conditions	0.125	joy
solitude	0.125	joy
roadster	0.125	joy
du vin	0.125	joy
région sauvage	0.121	joy
tremper	0.121	joy
prêtrise	0.121	joy
japon	0.121	joy
cri	0.116	joy
neutre	0.114	joy
vent	0.109	joy
chasse	0.109	joy
délier	0.109	joy
opéra	0.109	joy
blanc	0.109	joy
poids	0.109	joy
le sable	0.109	joy
classique	0.106	joy
la main d'oeuvre	0.106	joy
affliction	0.103	joy
lac	0.103	joy
organe	0.094	joy
habitation	0.094	joy
arbre	0.09	joy
étang	0.089	joy
latté	0.078	joy
moelle	0.078	joy
en sirotant	0.076	joy
bénin	0.074	joy
majorité	0.073	joy
feuille	0.065	joy
troubles	0.062	joy
basketball	0.062	joy
des explosions	0.061	joy
crème	0.061	joy
berger	0.058	joy
mardi	0.047	joy
turbulence	0.045	joy
veau	0.04	joy
épreuves	0.031	joy
le malheur	0.016	joy
soixante	0.016	joy

